몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
1494,Beetle King,,34,곤충,땅,Solid_Peeling,65.00%,Beetle_Nipper,45.00%,Insect_Feeler,10.00%,Worm_Peelings,5.00%,Guard_,0.01%,Kind_Of_Beetle_Card,0.01%,,,,,,,,,,
1558,Sandman,,34,무형,땅,,,,,,,,,,,,,,,,,,,,,,
1578,Horong,,34,무형,불,,,,,,,,,,,,,,,,,,,,,,
1599,Giant Whisper,,34,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1927,Whisper,,34,악마,유령,Transparent_Cloth,50.00%,Transparent_Cloth,50.00%,,,,,,,,,,,,,,,,,,
1164,Requiem,,35,인간형,어둠,Old_Blue_Box,0.35%,Emperium,0.01%,Zargon,25.00%,Horrendous_Mouth,35.00%,Mementos,15.00%,Mantle_,0.10%,Cookbook06,0.01%,Requiem_Card,0.01%,,,,,,
1248,Cruiser,,35,무형,무속성,Manacles,9.00%,Holy_Bonnet,0.02%,Iron,3.20%,Rough_Wind,0.05%,Scell,35.00%,Branch,0.05%,Oridecon_Stone,0.87%,Cruiser_Card,0.01%,,,,,,
1280,Goblin Steamrider,,35,인간형,바람,Scell,25.00%,Cyfar,38.80%,Iron,3.00%,Steel,0.55%,Coal,3.20%,The_Garrison,0.05%,Elunium_Stone,1.24%,Steam_Goblin_Card,0.01%,,,,,,
1417,Zipper Bear,,35,동물,어둠,Black_Bear's_Skin,44.62%,Mystery_Iron_Bit,35.00%,Royal_Jelly,4.00%,Honey,9.00%,Apple,0.90%,Zipper_Bear_Card,0.01%,,,,,,,,,,
1443,Cruiser,,35,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1468,Requim,,35,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1620,Noxious,,35,무형,유령,Poisonous_Gas,10.00%,Mould_Powder,30.00%,Anodyne,0.50%,Air_Pollutant,30.00%,Old_Blue_Box,0.01%,Noxious_Card,0.01%,,,,,,,,,,
1045,Marc,,36,어류,물,Mistic_Frozen,0.18%,Gill,90.00%,Oridecon_Stone,0.95%,Fin,10.00%,Skyblue_Jewel,0.10%,Blue_Gemstone,2.00%,White_Herb,7.00%,Marc_Card,0.01%,,,,,,
1133,Kobold,,36,인간형,바람,Steel,1.00%,Cobold_Hair,53.35%,Zargon,7.00%,Elunium_Stone,0.25%,Gladius_,0.02%,Buckler_,0.05%,Kobold_Card,0.01%,,,,,,,,
1426,Marc,,36,어류,물,,,,,,,,,,,,,,,,,,,,,,
1509,Lude,,36,언데드,불사,Pumpkin_Bucket,32.00%,Ectoplasm,57.23%,Transparent_Cloth,10.00%,Spirit_Chain,0.10%,Elunium_Stone,0.10%,Holy_Scroll_1_3,1.00%,Lude_Card,0.01%,,,,,,,,
1545,Kobold,,36,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1628,Holden,,36,동물,땅,Moustache_Of_Mole,50.00%,Nail_Of_Mole,50.00%,Super_Novice_Hat_,0.50%,Six_Shooter_,0.05%,Mole_Card,0.01%,,,,,,,,,,,,
1969,Marc,,36,어류,물,Mistic_Frozen,0.36%,Gill,90.00%,Oridecon_Stone,1.90%,Fin,10.00%,Skyblue_Jewel,0.20%,Blue_Gemstone,2.00%,White_Herb,7.00%,Marc_Card,0.01%,,,,,,
1041,Mummy,,37,언데드,불사,Rotten_Bandage,90.00%,Oridecon_Stone,1.00%,Mementos,5.50%,Glove,0.01%,Silver_Ring,0.10%,Panacea,2.50%,Yellow_Herb,8.50%,Mummy_Card,0.01%,,,,,,
1393,Mummy,,37,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1985,Dandelion Member,,37,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1032,Verit,,38,언데드,불사,Immortal_Heart,90.00%,Zargon,7.00%,Rotten_Bandage,11.00%,White_Herb,6.00%,Skul_Ring,0.01%,Flower_Ring,2.00%,Armlet_Of_Obedience,0.20%,Verit_Card,0.01%,,,,,,
1130,Jakk,,38,무형,불,Pumpkin_Head,90.00%,Zargon,9.00%,Elunium,0.31%,Tights_,0.05%,Frozen_Heart,0.05%,Pumpkin,10.00%,Jakk_Card,0.01%,,,,,,,,
1151,Myst,,38,무형,독,Gas_Mask,0.02%,Wooden_Block,8.00%,Wig,0.10%,Oridecon_Stone,0.65%,Elunium_Stone,0.97%,Anodyne,0.20%,Grape,0.35%,Myst_Card,0.01%,,,,,,
1244,Christmas Jakk,,38,무형,불,Pumpkin_Head,53.35%,Zargon,9.00%,Elunium,0.31%,Tights_,0.05%,Gift_Box,0.20%,Packing_Paper,12.00%,Packing_Ribbon,12.00%,Jakk_Card,0.01%,,,,,,
1249,Myst Case,,38,무형,무속성,Candy_Striper,0.90%,Zargon,15.00%,Old_Blue_Box,0.20%,Piece_Of_Cake,8.00%,Scarlet_Jewel,1.50%,Crystal_Jewel_,0.05%,Candy,3.40%,Mystcase_Card,0.01%,,,,,,
1261,Wild Rose,,38,동물,바람,Cyfar,53.35%,Witherless_Rose,0.50%,Fruit_Shell,1.20%,Arrow_Of_Shadow,30.00%,Rotten_Fish,0.35%,Monster's_Feed,6.00%,Big_Sis'_Ribbon,0.02%,Wild_Rose_Card,0.01%,,,,,,
1436,Jakk,,38,무형,불,,,,,,,,,,,,,,,,,,,,,,
1553,Myst,,38,무형,독,,,,,,,,,,,,,,,,,,,,,,
1586,Leaf Cat,,38,동물,땅,Great_Leaf,43.65%,Leaflet_Of_Hinal,3.00%,Seed_Of_Yggdrasil,0.05%,Fish_Tail,11.00%,Lemon,2.50%,Prawn,5.00%,Leaf_Clothes,53.35%,Leaf_Cat_Card,0.01%,,,,,,
1743,Myst Case,,38,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1744,Wild Rose,,38,동물,바람,,,,,,,,,,,,,,,,,,,,,,
1789,Iceicle,,38,무형,물,Ice_Piece,10.00%,Ice_Piece,10.00%,Ice_Piece,10.00%,Ice_Piece,5.00%,Ice_Piece,5.00%,Ice_Piece,5.00%,Ice_Piece,5.00%,Ice_Piece,5.00%,,,,,,
1826,Myst,,38,무형,독,Wooden_Block_,30.00%,,,,,,,,,,,,,,,,,,,,
1926,Jakk,,38,무형,불,Pumpkin_Head,30.00%,Pumpkin_Head,30.00%,Pumpkin,30.00%,Pumpkin,30.00%,Pumpkin,30.00%,,,,,,,,,,,,
1965,Wild Rose,,38,동물,바람,,,,,,,,,,,,,,,,,,,,,,
1423,Ghoul,,39,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1498,Wootan Shooter,,39,인간형,땅,Air_Rifle,45.00%,Flexible_String,35.00%,Banana,10.00%,Stone,10.00%,Apple,1.00%,Cacao,1.00%,Banana_Hat,0.10%,Wootan_Shooter_Card,0.01%,,,,,,
1881,Les,,39,식물,땅,Sharp_Leaf,20.00%,Green_Herb,10.00%,Shoot,10.00%,Stem,25.00%,Centimental_Leaf,0.01%,Leaflet_Of_Aloe,5.00%,Blue_Herb,0.50%,,,,,,,,
1036,Ghoul,,40,언데드,불사,Horrendous_Mouth,60.00%,Oridecon_Stone,1.10%,White_Herb,7.00%,Green_Herb,8.00%,Skul_Ring,0.60%,Mementos,1.50%,Ghoul_Leg,0.01%,Ghoul_Card,0.01%,,,,,,
1140,Marduk,,40,인간형,불,Flame_Heart,0.35%,Sacred_Masque,43.65%,Staff_,0.10%,Mitten_Of_Presbyter,0.01%,Blessed_Wand,0.03%,Fire_Scroll_1_5,1.00%,Book_Of_Devil,0.20%,Marduk_Card,0.01%,,,,,,
1215,Stem Worm,,40,식물,바람,Tough_Scalelike_Stem,53.35%,White_Herb,18.00%,Jump_Rope,0.10%,Oridecon_Stone,1.15%,Great_Nature,0.05%,Glaive,0.20%,Seed_Of_Yggdrasil,0.45%,Stem_Worm_Card,0.01%,,,,,,
1255,Nereid,,40,동물,땅,Earthworm_Peeling,51.00%,Cyfar,10.00%,Blue_Herb,2.30%,Whip_Of_Ice_Piece,0.10%,Grape,2.50%,Elunium_Stone,1.80%,Elunium,0.37%,Neraid_Card,0.01%,,,,,,
1256,Pest,,40,동물,어둠,Earthworm_Peeling,55.00%,Brigan,2.00%,Animal_Blood,0.10%,Anodyne,1.00%,Red_Gemstone,2.50%,Oridecon_Stone,1.15%,Pest_Card,0.01%,,,,,,,,
1277,Greatest General,,40,무형,불,Brigan,20.00%,Wooden_Block,20.00%,Club,1.00%,Inspector_Certificate,3.00%,Stop_Post,0.01%,Yellow_Herb,2.50%,Earth_Scroll_1_3,1.00%,Greatest_General_Card,0.01%,,,,,,
1440,Stem Worm,,40,식물,바람,,,,,,,,,,,,,,,,,,,,,,
1458,Marduk,,40,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1508,Quve,,40,언데드,불사,Piece_Of_Black_Cloth,32.00%,Ectoplasm,57.23%,Wing_Of_Fly,10.00%,Poison_Powder,1.00%,Oridecon_Stone,0.10%,Quve_Card,0.01%,,,,,,,,,,
1541,Greatest General,,40,무형,불,,,,,,,,,,,,,,,,,,,,,,
1585,Mime Monkey,,40,식물,물,Jellopy,70.00%,Knife_,1.00%,Sticky_Mucus,4.00%,Apple,10.00%,Empty_Bottle,15.00%,Poring_Doll,0.05%,Unripe_Apple,0.20%,,,,,,,,
1592,Gangster,,40,인간형,무속성,Stone,100.00%,Wing_Of_Fly,20.00%,Cutter__,30.00%,Empty_Bottle,10.00%,Popped_Rice,100.00%,,,,,,,,,,,,
1836,Magmaring,,40,무형,불,Burning_Heart,30.00%,Elunium_Stone,0.34%,Magmaring_Card,0.01%,,,,,,,,,,,,,,,,
1099,Argiope,,41,곤충,독,Short_Leg,53.35%,Zargon,12.00%,Elunium_Stone,1.75%,Boots_,0.05%,Green_Herb,15.00%,Violet_Jewel,0.10%,Argiope_Card,0.01%,,,,,,,,
1143,Marionette,,41,악마,유령,Golden_Hair,90.00%,Star_Dust,0.05%,Brooch,0.01%,Fire_Scroll_3_5,1.00%,Chain_,0.15%,Chrystal_Pumps,0.01%,Marionette_Doll,0.03%,Marionette_Card,0.01%,,,,,,
1406,Kapha,,41,어류,물,Yellow_Plate,65.00%,Cyfar,35.00%,Huuma_Calm_Mind,0.20%,Leaflet_Of_Aloe,23.00%,Ment,0.02%,Guitar_Of_Blue_Solo,0.10%,Jitte_,0.05%,Kapha_Card,0.01%,,,,,,
1429,Argiope,,41,곤충,독,,,,,,,,,,,,,,,,,,,,,,
1459,Marionette,,41,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1499,Wootan Fighter,,41,인간형,불,Meat,45.00%,Shoulder_Protection,40.00%,Waghnakh,0.03%,Finger_,0.01%,Banana,10.00%,Great_Leaf,10.00%,Banana_Hat,0.05%,Wootan_Fighter_Card,0.01%,,,,,,
1543,Kapha,,41,어류,물,,,,,,,,,,,,,,,,,,,,,,
1035,Hunter Fly,,42,곤충,바람,Rough_Wind,0.30%,Steel,1.00%,Solid_Shell,53.35%,Zargon,13.00%,Oridecon_Stone,1.29%,Mini_Propeller,0.01%,Damascus_,0.02%,Hunter_Fly_Card,0.01%,,,,,,
1250,Chepet,,42,인간형,불,Matchstick,25.00%,Zargon,7.50%,Apple,55.00%,Unripe_Apple,0.40%,Red_Muffler,0.05%,Yellow_Herb,13.00%,Ragamuffin_Cape,0.05%,Chepet_Card,0.01%,,,,,,
1271,Alligator,,42,동물,물,Zargon,10.00%,Worn_Out_Prison_Uniform,6.00%,Anolian_Skin,20.00%,Seed_Of_Yggdrasil,0.50%,Oridecon_Stone,1.29%,Alligator_Card,0.01%,,,,,,,,,,
1422,Hunter Fly,,42,곤충,바람,,,,,,,,,,,,,,,,,,,,,,
1444,Chepet,,42,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1495,Stone Shooter,,42,식물,불,Solid_Twig,50.00%,Log,50.00%,Browny_Root,10.00%,Wooden_Block,20.00%,Oridecon_Stone,1.00%,Stone,10.00%,Stone_Shooter_Card,0.01%,,,,,,,,
1621,Venomous,,42,무형,독,Air_Pollutant,50.00%,Spawns,30.00%,Poison_Powder,10.00%,Poisonous_Gas,20.00%,Old_Blue_Box,0.01%,Venomous_Card,0.01%,,,,,,,,,,
1715,Novus,,42,드래곤,무속성,Green_Herb,30.00%,Cyfar,10.35%,Dragon_Scale,5.89%,Novus_Card,0.01%,,,,,,,,,,,,,,
1776,Siroma,,42,무형,물,Ice_Heart,10.00%,Ice_Piece,5.00%,Blue_Herb,0.10%,Crystal_Blue,0.20%,Siroma_Card,0.01%,,,,,,,,,,,,
1880,Wood Goblin,,42,식물,땅,Iron_Wrist,0.05%,Solid_Twig,40.00%,Log,20.00%,Resin,20.00%,Feather_Of_Birds,5.00%,Piece_Of_Egg_Shell,5.00%,Egg,0.50%,,,,,,,,
1037,Side Winder,,43,동물,독,Shining_Scales,53.35%,Zargon,14.00%,Oridecon_Stone,1.34%,Tsurugi_,0.02%,Posionous_Canine,25.00%,Scale_Of_Snakes,50.00%,White_Herb,10.00%,Side_Winder_Card,0.01%,,,,,,
1199,Punk,,43,식물,바람,Mould_Powder,53.35%,Yellow_Gemstone,8.00%,Pacifier,1.00%,Starsand_Of_Witch,10.00%,Moth_Dust,30.00%,Wing_Of_Fly,11.00%,Hood_,0.15%,Punk_Card,0.01%,,,,,,
1214,Choco,,43,동물,불,Claw_Of_Monkey,53.35%,Yoyo_Tail,70.00%,Elunium,0.53%,Banana,50.00%,Tropical_Banana,0.20%,Banana_Juice,10.00%,Yggdrasilberry,0.25%,Choco_Card,0.01%,,,,,,
1281,Sage Worm,,43,동물,무속성,Librarian_Glove,0.05%,Worn_Out_Page,10.00%,Earthworm_Peeling,30.00%,Fire_Scroll_1_5,1.00%,Blue_Potion,0.40%,Cold_Scroll_1_5,1.00%,Ph.D_Hat,0.01%,Sageworm_Card,0.01%,,,,,,
1367,Blazer,,43,악마,불,Burning_Heart,48.50%,Live_Coal,34.00%,White_Herb,30.00%,Blazzer_Card,0.01%,,,,,,,,,,,,,,
1421,Isis,,43,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1424,Side Winder,,43,동물,독,,,,,,,,,,,,,,,,,,,,,,
1481,Punk,,43,식물,바람,,,,,,,,,,,,,,,,,,,,,,
1598,Blazzer,,43,악마,불,,,,,,,,,,,,,,,,,,,,,,
1616,Pitman,,43,언데드,땅,Old_Pick,30.00%,Old_Steel_Plate,5.00%,Iron,8.00%,Steel,5.00%,Coal,1.00%,Lantern,10.00%,Headlamp,0.80%,Pitman_Card,0.01%,,,,,,
1625,Porcellio,,43,곤충,땅,,,,,,,,,,,,,,,,,,,,,,
1629,Hill Wind,,43,동물,바람,Meat,10.00%,Monster's_Feed,10.00%,Hill_Wind_Card,0.01%,,,,,,,,,,,,,,,,
1694,Plasma,,43,무형,불,Scell,1.00%,Gift_Box,0.10%,Crystal_Jewel_,0.02%,Red_Gemstone,1.00%,Boody_Red,0.45%,Plasma_Card,0.01%,,,,,,,,,,
1718,Novus,,43,드래곤,무속성,Yellow_Herb,20.00%,Cyfar,10.35%,Dragon_Scale,5.89%,Novus__Card,0.01%,,,,,,,,,,,,,,
1721,Dragon Egg,,43,드래곤,무속성,Elunium,0.05%,Piece_Of_Egg_Shell,1.00%,Crystal_Jewel_,0.10%,Crystal_Jewel__,0.05%,Dark_Red_Jewel,0.10%,Skyblue_Jewel,0.10%,Golden_Jewel,0.10%,Dragon_Egg_Card,0.01%,,,,,,
1843,Snake Lord's Minion,,43,동물,독,Gold_Coin_US,70.00%,Green_Ale_US,6.00%,Treasure_Box_,0.30%,,,,,,,,,,,,,,,,
1861,Choco,,43,동물,불,Claw_Of_Monkey,53.35%,Yoyo_Tail,70.00%,Elunium,0.53%,Banana,50.00%,Tropical_Banana,0.20%,Sweet_Banana,10.00%,Yggdrasilberry,0.25%,Choco_Card,0.01%,,,,,,
1102,Bathory,,44,인간형,어둠,Sparkling_Dust,2.00%,Starsand_Of_Witch,48.50%,Star_Sparkling,0.03%,Arc_Wand_,0.05%,Star_Crumb,0.30%,Old_Magic_Book,0.15%,Old_Broom,0.20%,Bathory_Card,0.01%,,,,,,
1155,Petite,,44,드래곤,땅,Dragon_Canine,53.35%,Dragon_Train,3.00%,Oridecon_Stone,1.40%,White_Herb,10.00%,Flail,1.50%,Zargon,15.00%,Aloebera,0.15%,Petit_Card,0.01%,,,,,,
1465,Petite,,44,드래곤,땅,,,,,,,,,,,,,,,,,,,,,,
1525,Bathory,,44,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1697,Plasma,,44,무형,물,Scell,1.00%,Gift_Box,0.10%,Crystal_Jewel_,0.02%,Blue_Gemstone,1.00%,Crystal_Blue,0.35%,Plasma_Card,0.01%,,,,,,,,,,
1783,Galion,,44,동물,바람,Rotten_Meat,30.00%,Animal's_Skin,30.00%,Rough_Wind,0.10%,Ulfhedinn,0.05%,Galion_Card,0.01%,,,,,,,,,,,,
1791,Galion,,44,동물,바람,,,,,,,,,,,,,,,,,,,,,,
1819,Bathory,,44,인간형,어둠,Wooden_Block_,20.00%,,,,,,,,,,,,,,,,,,,,
1156,Petite,,45,드래곤,바람,Dragon_Scale,53.35%,Dragon_Train,3.00%,Elunium,0.61%,White_Herb,10.00%,Khukri,0.05%,Zargon,15.00%,Aloebera,0.15%,Petit__Card,0.01%,,,,,,
1274,Megalith,,45,무형,무속성,Zargon,1.00%,Stone,10.00%,Old_Violet_Box,0.01%,Elunium,0.61%,Elunium_Stone,2.07%,Megalith_Card,0.01%,,,,,,,,,,
1466,Petite,,45,드래곤,바람,,,,,,,,,,,,,,,,,,,,,,
1680,Hill Wind,,45,동물,바람,Harpy's_Feather,40.00%,Harpy's_Claw,30.00%,Monster's_Feed,10.00%,Blue_Herb,0.10%,Hill_Wind_Card,0.01%,,,,,,,,,,,,
1793,Megalith,,45,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1109,Deviruchi,,46,악마,어둠,Petite_DiablOfs_Horn,53.35%,Petite_DiablOfs_Wing,4.00%,Oridecon,0.02%,Partizan_,0.02%,Sacred_Marks,0.05%,Zargon,15.00%,Oridecon_Stone,1.54%,Deviruchi_Card,0.01%,,,,,,
1211,Brilight,,46,곤충,불,Glitter_Shell,53.35%,Wind_Of_Verdure,2.00%,Zargon,12.00%,Wing_Of_Butterfly,10.00%,Elunium_Stone,2.20%,Leaf_Of_Yggdrasil,2.50%,White_Herb,26.00%,Brilight_Card,0.01%,,,,,,
1383,Explosion,,46,동물,불,Wing_Of_Red_Bat,55.00%,Burning_Heart,22.00%,Hot_Hair,32.00%,Oridecon_Stone,8.00%,Fruit_Of_Mastela,4.00%,Explosion_Card,0.01%,,,,,,,,,,
1402,Poison Toad,,46,동물,독,Poison_Toad's_Skin,55.00%,Poison_Powder,24.00%,Gold_Ring,0.04%,Green_Herb,5.40%,Cardinal_Jewel_,0.02%,Royal_Jelly,0.02%,Cinquedea_,0.10%,Poison_Toad_Card,0.01%,,,,,,
1413,Hermit Plant,,46,식물,불,Leaflet_Of_Hinal,35.00%,Leaflet_Of_Aloe,35.00%,Root_Of_Maneater,38.00%,Blossom_Of_Maneater,48.00%,Sweet_Potato,48.00%,Rope_,0.01%,Strawberry,10.00%,Wild_Ginseng_Card,0.01%,,,,,,
1433,Deviruchi,,46,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1532,Explosion,,46,동물,불,,,,,,,,,,,,,,,,,,,,,,
1556,Poisonous Toad,,46,동물,독,,,,,,,,,,,,,,,,,,,,,,
1565,Hermit Plant,,46,식물,불,,,,,,,,,,,,,,,,,,,,,,
1683,Photon Cannon,,46,무형,불,,,,,,,,,,,,,,,,,,,,,,
1730,Deviruchi,,46,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1781,Drosera,,46,식물,땅,Sticky_Poison,30.00%,Sticky_Mucus,30.00%,Blossom_Of_Maneater,20.00%,Root_Of_Maneater,20.00%,Bitter_Herb,0.03%,Stem,10.00%,Drosera_Card,0.01%,,,,,,,,
1822,Deviruchi,,46,악마,어둠,Wooden_Block_,30.00%,,,,,,,,,,,,,,,,,,,,
1928,Deviruchi,,46,악마,어둠,Petite_DiablOfs_Horn,30.00%,Petite_DiablOfs_Wing,30.00%,,,,,,,,,,,,,,,,,,
1029,Isis,,47,악마,어둠,Scales_Shell,53.35%,Circlet_,0.05%,Necklace,0.01%,Crystal_Jewel___,1.50%,Crystal_Jewel__,0.20%,Shining_Scales,10.00%,Crystal_Jewel_,0.05%,Isis_Card,0.01%,,,,,,
1108,Deviace,,47,어류,물,Mistic_Frozen,0.25%,Tooth_Of_Ancient_Fish,90.00%,Lip_Of_Ancient_Fish,10.00%,Antenna,0.02%,Detrimindexta,2.00%,Katar_Of_Cold_Icicle,0.03%,Oridecon_Stone,1.61%,Deviace_Card,0.01%,,,,,,
1212,Iron Fist,,47,곤충,무속성,Tail_Of_Steel_Scorpion,53.35%,Elunium_Stone,2.29%,Elunium_Stone,0.22%,Iron_Ore,7.50%,Steel,1.80%,Iron,3.00%,Iron_Fist_Card,0.01%,,,,,,,,
1403,Firelock Soldier,,47,언데드,불사,Iron,55.00%,Apple_Of_Archer,0.01%,Large_Jellopy,14.00%,Yellow_Herb,0.40%,Nice_Sweet_Potato,3.50%,Panacea,2.50%,The_Cyclone_,0.05%,Antique_Firelock_Card,0.01%,,,,,,
1523,Firelock Soldier,,47,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1571,Deviace,,47,어류,물,,,,,,,,,,,,,,,,,,,,,,
1695,Plasma,,47,무형,땅,Scell,1.00%,Gift_Box,0.10%,Crystal_Jewel_,0.02%,Blue_Gemstone,1.00%,Yellow_Live,0.40%,Plasma_Card,0.01%,,,,,,,,,,
1844,Snake Lord's Minion,,47,악마,어둠,Gold_Coin_US,80.00%,Green_Ale_US,8.00%,Treasure_Box_,0.50%,,,,,,,,,,,,,,,,
1065,Strouf,,48,어류,물,Fin,53.35%,Oridecon_Stone,1.15%,Granpa_Beard,0.02%,Trident_,0.02%,Feather,30.00%,Skyblue_Jewel,0.20%,Gill,15.00%,Strouf_Card,0.01%,,,,,,
1253,Gargoyle,,48,악마,바람,Zargon,38.80%,Petite_DiablOfs_Wing,5.00%,Thimble_Of_Archer,0.01%,Silence_Arrow,20.00%,Elunium_Stone,2.38%,Gargoyle_Card,0.01%,,,,,,,,,,
1517,Jing Guai,,48,악마,땅,Tiger_Skin_Panties,45.00%,Little_Blacky_Ghost,4.00%,Club,0.10%,Spike,0.01%,Li_Me_Mang_Ryang_Card,0.01%,,,,,,,,,,,,
1597,Gargoyle,,48,악마,바람,,,,,,,,,,,,,,,,,,,,,,
1968,Strouf,,48,어류,물,Fin,53.35%,Oridecon_Stone,2.30%,Granpa_Beard,0.04%,Trident_,0.04%,Feather,30.00%,Skyblue_Jewel,0.40%,Gill,15.00%,Strouf_Card,0.01%,,,,,,
1061,Nightmare,,49,악마,유령,Horseshoe,60.00%,Blue_Herb,5.00%,Rosary,0.02%,Old_Blue_Box,0.30%,Blue_Potion,1.00%,Infiltrator,0.01%,Oridecon,0.60%,Nightmare_Card,0.01%,,,,,,
1189,Orc Archer,,49,인간형,땅,Sharpened_Cuspid,46.56%,Steel_Arrow,10.00%,Stone_Arrow,25.00%,Arrow_Of_Wind,25.00%,Orc_Archer_Bow,0.02%,Red_Herb,14.00%,White_Herb,9.00%,Orc_Archer_Card,0.01%,,,,,,
1427,Nightmare,,49,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1473,Orc Archer,,49,인간형,땅,,,,,,,,,,,,,,,,,,,,,,
1500,Parasite,,49,식물,바람,Germinating_Sprout,55.00%,Soft_Leaf,20.00%,Thin_Stem,38.80%,Great_Leaf,5.00%,Rante_,0.01%,Bladed_Whip,0.01%,Shoot,5.00%,Parasite_Card,0.01%,,,,,,
1519,Green Maiden,,49,인간형,무속성,Cyfar,48.50%,Stuffed_Doll,1.00%,Hora_,0.10%,Honey,5.00%,Tantanmen,0.20%,Hat_Of_Cake,0.50%,Hair_Protector,0.02%,,,,,,,,
1555,Parasite,,49,식물,바람,,,,,,,,,,,,,,,,,,,,,,
1696,Plasma,,49,무형,어둠,Scell,1.00%,Gift_Box,0.10%,Crystal_Jewel_,0.02%,Red_Gemstone,1.00%,Cardinal_Jewel_,1.00%,Plasma_Card,0.01%,,,,,,,,,,
1882,Baba Yaga,,49,인간형,물,Old_Magic_Circle,10.00%,Yaga_Pestle,50.00%,Release_Of_Wish,0.10%,Pill,1.50%,Piece_Of_Cake,15.00%,Milk,15.00%,Bread,15.00%,,,,,,,,
1963,New Year Doll,,49,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1101,Baphomet Jr.,,50,악마,어둠,Evil_Horn,5.00%,Oridecon,0.63%,Halberd_,0.02%,Yggdrasilberry,0.50%,Leaf_Of_Yggdrasil,1.00%,Yellow_Herb,13.00%,Boots,0.50%,Baphomet__Card,0.01%,,,,,,
1431,Baphomet Jr.,,50,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1493,Dryad,,50,식물,땅,Tough_Vines,53.35%,Great_Leaf,10.00%,Browny_Root,30.00%,Rope_,0.80%,Chemeti,0.01%,Centimental_Leaf,0.10%,Sharp_Leaf,30.00%,Dryad_Card,0.01%,,,,,,
1587,Kraben,,50,무형,유령,Zargon,35.00%,Milk,30.00%,Leaflet_Of_Aloe,10.00%,Guard_,0.01%,Bamboo_Basket,48.50%,Chilli,10.00%,Old_Blue_Box,0.10%,Kraben_Card,0.01%,,,,,,
1615,Obsidian,,50,무형,땅,Dark_Crystal_Fragment,30.00%,Crystal_Jewel,5.00%,Coal,5.00%,Elunium,0.50%,Steel,5.00%,Unholy_Touch,0.10%,Obsidian_Card,0.01%,,,,,,,,
1729,Baphomet Jr.,,50,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1838,Knocker,,50,악마,땅,Great_Nature,0.30%,Coal,1.50%,Elder_Pixie's_Beard,55.00%,Elven_Ears,0.01%,Ribbon,0.10%,Thorny_Buckler,0.03%,Earth_Bow,0.05%,Knocker_Card,0.01%,,,,,,
1848,Baphomet,,50,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1850,Orc Hero,,50,인간형,땅,,,,,,,,,,,,,,,,,,,,,,
1894,Pouring,,50,식물,유령,Cold_Medicine,83.35%,,,,,,,,,,,,,,,,,,,,
1180,Nine Tail,,51,동물,불,Fox_Tail,46.56%,Glass_Bead,2.00%,Old_Blue_Box,1.00%,Branch_Of_Dead_Tree,1.00%,Royal_Jelly,2.50%,Panacea,3.50%,Oridecon_Stone,1.00%,Nine_Tail_Card,0.01%,,,,,,
1191,Mimic,,51,무형,무속성,Old_Violet_Box,0.05%,Old_Blue_Box,0.45%,Booby_Trap,12.00%,Spectacles,30.00%,Emperium,0.03%,Rosary_,0.01%,Elunium_Stone,2.70%,Mimic_Card,0.01%,,,,,,
1257,Injustice,,51,언데드,어둠,Steel,3.00%,Brigan,53.35%,Cyfar,35.00%,Padded_Armor_,0.05%,Plate_Armor,0.02%,Prohibition_Red_Candle,0.02%,Jamadhar_,0.02%,Injustice_Card,0.01%,,,,,,
1263,Wind Ghost,,51,악마,바람,Zargon,45.59%,Skel_Bone,60.00%,Skull,5.00%,Wind_Scroll_1_5,1.00%,Arc_Wand_,0.08%,Rough_Wind,1.00%,Bone_Wand,0.01%,Wind_Ghost_Card,0.01%,,,,,,
1267,Carat,,51,악마,바람,Brigan,32.00%,Ice_Cream,10.00%,Spiky_Heel,0.05%,Joker_Jester,0.01%,White_Herb,14.50%,Carat_Card,0.01%,,,,,,,,,,
