ID,이름(영),무기종류,ATK,MATK,슬롯,필요레벨,무기레벨,무게,구매가,판매가,정련,사용직업,효과(요약)
1366,Light Epsilon,양손도끼,180,0,0,44,4,230,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus bAtkEle,Ele_Holy;
skill ""AL_HEAL"",3;
bonus2 bAddRace,RC_Demon,3;
"
1367,Slaughter,양손도끼,120,0,0,44,4,250,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus bAtkEle,Ele_Earth;
bonus bIgnoreDefRace,RC_Brute;
bonus2 bComaRace,RC_Brut"
1368,Tomahawk,양손도끼,165,0,0,44,4,250,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus bAtkEle,Ele_Wind;
skill ""ITM_TOMAHAWK"",1;
"
1369,Guillotine,양손도끼,215,0,0,44,4,300,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bComaRace,RC_DemiHuman,30;
bonus2 bComaRace,RC_Player_Human,30;
bonus2 bS"
1387,Giant Axe,양손도끼,330,0,1,50,3,400,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","HIT+10, ASPD+3%"
1383,Celestial Axe,양손도끼,200,0,0,60,4,150,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",VIT+10
1375,Berdysz,양손도끼,200,0,2,70,3,250,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bSubSize,Size_Medium,13;
bonus2 bSubSize,Size_Large,15;
"
1376,Heart Breaker,양손도끼,175,0,1,70,4,200,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","ASPD+5%, CRIT+20"
1385,Bradium Stone Hammer,양손도끼,210,0,0,75,4,270,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus3 bAddEffOnSkill,""BS_HAMMERFALL"",Eff_Stun,500+(200*getrefine());
"
1370,Doom Slayer,양손도끼,10,0,0,80,4,600,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",ASPD+-40%
1371,Doom Slayer,양손도끼,10,0,1,80,4,600,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",ASPD+-40%
1377,Hurricane's Fury,양손도끼,332,0,1,80,4,350,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bSubSize,Size_Medium,10+getrefine();
bonus bAspdRate,getrefine();
bonus3 "
1379,Valorous Insane Battle Axe,양손도끼,200,0,0,80,3,0,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",STR+3
1380,Brave Insane Battle Axe,양손도끼,200,0,0,80,3,0,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",STR+3
1382,Glorious Two-Handed Axe,양손도끼,220,0,0,80,4,0,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bAddRace,RC_DemiHuman,70;
bonus2 bAddRace,RC_Player_Human,70;
bonus2 bIgn"
1384,Veteran Axe,양손도끼,250,0,2,80,3,300,10000,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",VIT+2
2004,Kronos,양손지팡이,30,0,0,50,4,100,20,0,○,"Mage, 세이지, 위저드","INT+3, MaxHP+300"
2005,Dea Staff,양손지팡이,30,0,1,50,3,100,20,0,○,"복사, 몽크, 프리스트","VIT+2, INT+6"
2001,Divine Cross,양손지팡이,120,0,0,70,4,150,20,0,○,"몽크, 프리스트",DEX+4
1472,Soul Staff,양손지팡이,25,0,0,73,3,140,20,0,○,"Mage, 세이지, SoulLinker, 위저드","AGI+2, INT+5"
2000,Staff of Destruction,양손지팡이,130,0,1,80,4,250,20,0,○,위저드,"AGI+10, INT+3"
2002,Glorious Destruction Staff,양손지팡이,70,0,0,80,4,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드",".@r = getrefine();
bonus bMatkRate,15 + .@r;
bonus2 bMagicAddRace,RC_DemiHuman,1"
2003,Staff of Destruction,양손지팡이,130,0,1,80,4,250,20,0,○,위저드,"AGI+10, INT+3"
1473,Wizardry Staff,양손지팡이,120,0,0,90,4,240,20,0,○,"Mage, 세이지, SoulLinker, 위저드","INT+6, DEX+2"
1487,Lance,양손창,220,0,0,1,3,0,0,0,×,"크루세이더, 기사, 소드맨","bonus2 bAddSize,Size_All,50;
"
1488,Ahlspiess,양손창,135,0,0,1,4,0,20,0,○,"크루세이더, 기사","bonus bIgnoreDefClass,Class_Normal;
bonus bIgnoreDefClass,Class_Boss;
bonus2 bAd"
1451,Guisarme,양손창,84,0,2,18,2,100,13000,0,○,"크루세이더, 기사, 소드맨",
1452,Guisarme,양손창,84,0,3,18,2,100,13000,0,○,"크루세이더, 기사, 소드맨",
1453,Guisarme,양손창,84,0,0,18,2,100,13000,0,○,"크루세이더, 기사, 소드맨",
1454,Glaive,양손창,104,0,2,18,2,120,20000,0,○,"크루세이더, 기사, 소드맨",
1455,Glaive,양손창,104,0,3,18,2,120,20000,0,○,"크루세이더, 기사, 소드맨",
1456,Glaive,양손창,104,0,0,18,2,120,20000,0,○,"크루세이더, 기사, 소드맨",
1457,Partizan,양손창,124,0,1,18,2,200,27000,0,○,"크루세이더, 기사, 소드맨",
1458,Partizan,양손창,124,0,2,18,2,200,27000,0,○,"크루세이더, 기사, 소드맨",
1459,Partizan,양손창,124,0,0,18,2,200,27000,0,○,"크루세이더, 기사, 소드맨",
1410,Lance,양손창,185,0,0,33,3,250,60000,0,○,"크루세이더, 기사, 소드맨",
1411,Lance,양손창,185,0,0,33,3,250,60000,0,○,"크루세이더, 기사, 소드맨",
1412,Lance,양손창,185,0,0,33,3,250,60000,0,○,"크루세이더, 기사, 소드맨",
1460,Trident,양손창,150,0,2,33,3,120,51000,0,○,"크루세이더, 기사, 소드맨",
1461,Trident,양손창,150,0,3,33,3,120,51000,0,○,"크루세이더, 기사, 소드맨",
1462,Trident,양손창,150,0,0,33,3,120,51000,0,○,"크루세이더, 기사, 소드맨",
1463,Halberd,양손창,165,0,1,33,3,250,54000,0,○,"크루세이더, 기사, 소드맨",
1464,Halberd,양손창,165,0,2,33,3,250,54000,0,○,"크루세이더, 기사, 소드맨",
1465,Halberd,양손창,165,0,0,33,3,250,54000,0,○,"크루세이더, 기사, 소드맨",
1466,Crescent Scythe,양손창,180,0,0,48,4,250,20,0,○,"크루세이더, 기사, 소드맨","HIT+10, CRIT+30"
1467,Bill Guisarme,양손창,183,0,0,48,4,100,20,0,○,"크루세이더, 기사, 소드맨","bonus2 bAddRace,RC_Brute,10;
bonus2 bAddRace,RC_Player_Doram,10;
bonus2 bAddRace"
1468,Zephyrus,양손창,170,0,0,48,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Silence,200;
bonus3 bAutoSpell,""MG_TH"
1469,Longinus's Spear,양손창,180,0,0,48,4,250,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Dark;
bonus2 bAddRace,RC_DemiHuman,10;
bonus2 bAddRace,RC_Play"
1470,Brionac,양손창,190,0,0,48,4,300,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Holy;
skill ""AL_HEAL"",5;
bonus3 bAutoSpell,""MG_SOULSTRIKE"",3,1"
1471,Hellfire,양손창,200,0,0,48,4,350,20,0,○,"크루세이더, 기사, 소드맨",STR+3
1476,Crescent Scythe,양손창,180,0,1,48,4,250,20,0,○,"크루세이더, 기사, 소드맨","HIT+10, CRIT+30"
1481,Zephyrus,양손창,170,0,3,48,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Silence,200;
bonus3 bAutoSpell,""MG_TH"
1483,Ivory Lance,양손창,160,0,1,50,3,100,20,0,○,"크루세이더, 기사, 소드맨","AGI+2, ASPD+3%"
1485,Battle Fork,양손창,112,0,4,50,2,70,20,0,○,"크루세이더, 기사, 소드맨",
1474,Gae Bolg,양손창,160,0,0,60,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus bIgnoreDefRace,RC_Dragon;
bonus2 bAddClass,Class_Boss,10;
"
1480,Gae Bolg,양손창,160,0,2,60,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus bIgnoreDefRace,RC_Dragon;
bonus2 bAddClass,Class_Boss,10;
"
1478,Ahlspiess,양손창,120,0,0,65,4,100,20,0,○,"크루세이더, 기사","bonus bIgnoreDefClass,Class_Normal;
bonus bIgnoreDefClass,Class_Boss;
bonus2 bAd"
1484,Cardo,양손창,150,0,1,70,4,560,20,0,○,기사,ASPD+-10%
1475,Equestrian's Spear,양손창,200,0,0,75,4,370,20,0,○,"크루세이더, 기사, 소드맨",
1477,Spectral Spear,양손창,170,0,0,75,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus2 bAddEle,Ele_Dark,20;
bonus2 bAddRace,RC_Demon,20;
bonus2 bAddRace,RC_Unde"
1479,Spectral Spear,양손창,170,0,1,75,4,200,20,0,○,"크루세이더, 기사, 소드맨","bonus2 bAddEle,Ele_Dark,20;
bonus2 bAddRace,RC_Demon,20;
bonus2 bAddRace,RC_Unde"
1482,Assaulter Lance,양손창,160,0,0,80,3,0,0,0,○,"크루세이더, 기사, 소드맨",STR+2
1486,Glorious Lance,양손창,220,0,0,80,4,0,20,0,○,"크루세이더, 기사, 소드맨","bonus2 bAddRace,RC_DemiHuman,70;
bonus2 bAddRace,RC_Player_Human,70;
bonus2 bIgn"
13160,Destroyer,유탄발사기,220,0,0,52,2,120,110000,0,○,건슬링거,"bonus bBreakArmorRate,200;
"
13161,Destroyer,유탄발사기,220,0,1,52,2,120,110000,0,○,건슬링거,"bonus bBreakArmorRate,200;
"
13162,Inferno,유탄발사기,280,0,1,65,2,125,230000,0,○,건슬링거,
13174,Soldier Grenade Launcher,유탄발사기,300,0,0,80,3,0,0,0,○,건슬링거,DEX+2
13179,Glorious Grenade Launcher,유탄발사기,330,0,0,80,4,0,0,0,○,건슬링거,ASPD+20%
1975,Queen Is Whip,채찍,120,0,0,0,1,0,20,0,×,BardDancer,"bonus2 bAddClass,Class_All,50;
"
1982,Phenomena Whip,채찍,160,0,0,0,4,0,20,0,×,BardDancer,DEX+2
1983,Rante Whip,채찍,170,0,0,1,3,0,0,0,×,BardDancer,"bonus2 bAddSize,Size_All,40;
"
1950,Rope,채찍,45,0,3,3,1,40,2500,0,○,BardDancer,
1951,Rope,채찍,45,0,4,3,1,40,2500,0,○,BardDancer,
1952,Whip,채찍,80,0,2,16,2,30,12000,0,○,BardDancer,
1953,Whip,채찍,80,0,3,16,2,30,12000,0,○,BardDancer,
1954,Wire Whip,채찍,95,0,2,16,2,100,17500,0,○,BardDancer,
1955,Wire Whip,채찍,95,0,3,16,2,100,17500,0,○,BardDancer,
1956,Rante Whip,채찍,135,0,0,30,3,90,32000,0,○,BardDancer,
1957,Rante Whip,채찍,135,0,1,30,3,90,32000,0,○,BardDancer,
1958,Tail Whip,채찍,105,0,1,30,3,70,41000,0,○,BardDancer,LUK+3
1959,Tail Whip,채찍,105,0,2,30,3,70,41000,0,○,BardDancer,LUK+3
1960,Whip,채찍,120,0,1,30,3,70,38000,0,○,BardDancer,
1961,Whip,채찍,120,0,2,30,3,70,38000,0,○,BardDancer,
1965,Red Flame Whip,채찍,110,0,0,30,3,70,20,0,○,BardDancer,"bonus bAtkEle,Ele_Fire;
"
1966,Icicle Whip,채찍,110,0,0,30,3,70,20,0,○,BardDancer,"bonus bAtkEle,Ele_Water;
"
1967,Gaia Whip,채찍,110,0,0,30,3,70,20,0,○,BardDancer,"bonus bAtkEle,Ele_Earth;
"
1968,Skipping Rope,채찍,120,0,0,30,3,40,20,0,○,BardDancer,CRIT+20
1969,Blade Whip,채찍,140,0,0,30,4,120,20,0,○,BardDancer,"bonus2 bAddEff,Eff_Bleeding,300;
"
1971,Electric Wire,채찍,110,0,0,30,3,70,20,0,○,BardDancer,"bonus bAtkEle,Ele_Wind;
"
1962,Lariat Whip,채찍,100,0,0,44,4,40,20,0,○,BardDancer,"AGI+1, DEX+5"
1963,Rapture Rose,채찍,115,0,0,44,4,30,20,0,○,BardDancer,"bonus bAtkEle,Ele_Poison;
bonus2 bAddEff,Eff_Poison,5000;
"
1964,Chemeti Whip,채찍,135,0,0,44,4,70,20,0,○,BardDancer,"FLEE+10, CRIT+5"
1979,Stem of Nepenthes,채찍,120,0,2,60,4,100,20,0,○,BardDancer,INT+2
1970,Queen's Whip,채찍,150,0,0,65,4,110,20,0,○,BardDancer,"bonus2 bSkillAtk,""CG_ARROWVULCAN"",10;
bonus2 bSkillAtk,""DC_THROWARROW"",10;
"
1976,Queen's Whip,채찍,150,0,2,65,4,110,20,0,○,BardDancer,"bonus2 bSkillAtk,""CG_ARROWVULCAN"",10;
bonus2 bSkillAtk,""DC_THROWARROW"",10;
"
1972,Electric Eel,채찍,100,0,2,70,4,200,20,0,○,BardDancer,"AGI+2, INT+2"
1973,Sea Witch's Foot,채찍,110,0,1,70,4,150,20,0,○,BardDancer,"bonus bSPGainValue,5;
bonus4 bAutoSpellWhenHit,""WZ_FROSTNOVA"",3,50,1;
bonus3 bAu"
1974,Carrot Whip,채찍,185,0,0,70,4,130,20,0,○,BardDancer,"if (getrefine()>0)
   bonus3 bAutoSpell,""AL_INCAGI"",getrefine(),10;
"
1980,Whip of Balance,채찍,110,0,3,70,3,70,20,0,○,BardDancer,"AGI+2, DEX+3"
1977,Valorous Battle Lariat,채찍,50,0,0,80,3,0,20,0,○,BardDancer,DEX+2
1978,Brave Battle Lariat,채찍,50,0,0,80,3,0,20,0,○,BardDancer,DEX+2
1981,Glorious Lariat,채찍,50,0,0,80,4,0,20,0,○,BardDancer,"bonus2 bAddRace,RC_DemiHuman,95;
bonus2 bAddRace,RC_Player_Human,95;
bonus2 bIgn"
1566,Diary Of Great Basil,책,120,0,0,0,1,0,20,0,×,"프리스트, 세이지, StarGladiator","bonus2 bAddClass,Class_All,50;
"
1567,Refined Hardcover Book,책,168,0,0,0,4,0,1,0,×,"프리스트, 세이지, StarGladiator","STR+5, DEX+2"
1578,Book Of Prayer,책,140,0,0,0,3,0,20,0,×,"프리스트, 세이지, StarGladiator","VIT+2, MDEF+2"
1580,Giant Encyclopedia,책,145,0,0,0,3,0,0,0,×,"프리스트, 세이지, StarGladiator","INT+3, DEX+2, CRIT+20"
1563,Sage's Diary,책,135,0,2,1,3,0,1,0,×,"프리스트, 세이지, StarGladiator",ASPD+5%
1581,Diary Of Great Sage,책,135,0,2,1,3,0,1,0,×,"프리스트, 세이지, StarGladiator",
1582,Diary Of Great Sage,책,135,0,2,1,3,0,1,0,×,"프리스트, 세이지, StarGladiator",
1550,Book,책,85,0,3,14,2,60,30000,0,○,"프리스트, 세이지, StarGladiator",
1551,Bible,책,115,0,2,27,3,100,60000,0,○,"프리스트, 세이지, StarGladiator",INT+2
1552,Tablet,책,125,0,1,27,3,80,51000,0,○,"프리스트, 세이지, StarGladiator",
1553,Book of Billows,책,90,0,0,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Water;
"
1554,Book of Mother Earth,책,90,0,0,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Earth;
"
1555,Book of the Blazing Sun,책,90,0,0,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Fire;
"
1556,Book of Gust of Wind,책,90,0,0,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Wind;
"
1568,Book of Billows,책,90,0,3,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Water;
"
1569,Book of Mother Earth,책,90,0,3,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Earth;
"
1570,Book of Blazing Sun,책,90,0,3,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Fire;
"
1571,Book of Gust of Wind,책,90,0,3,27,3,75,35000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Wind;
"
1557,Book of the Apocalypse,책,120,0,0,40,4,80,60000,0,○,"프리스트, 세이지, StarGladiator","bonus bAtkEle,Ele_Dark;
bonus2 bAddEle,Ele_Holy,5;
bonus2 bAddEle,Ele_Water,7;
b"
1558,Girl's Diary,책,60,0,1,40,4,30,1500,0,○,"프리스트, 세이지, StarGladiator","bonus2 bAddDamageClass,1188,150;
"
1561,Hardcover Book,책,140,0,1,55,4,150,20,0,○,"프리스트, 세이지, StarGladiator","STR+3, DEX+2"
1560,Sage's Diary,책,100,0,2,60,3,110,20,0,○,"프리스트, 세이지, StarGladiator",ASPD+5%
1572,Principles of Magic,책,60,0,2,60,3,30,20,0,○,"프리스트, 세이지, StarGladiator",INT+3
1559,Legacy of Dragon,책,130,0,0,70,4,70,20,0,○,"프리스트, 세이지, StarGladiator",INT+3
1564,Encyclopedia,책,110,0,2,70,3,200,20,0,○,"프리스트, 세이지, StarGladiator","INT+3, DEX+2, CRIT+20"
1573,Ancient Magic,책,30,0,2,70,3,70,20,0,○,"프리스트, 세이지, StarGladiator","bonus bMatkRate,15;
"
1562,Battlefield Textbook,책,110,0,1,80,4,70,20,0,×,"프리스트, 세이지, StarGladiator",INT+3
1574,Brave Battle Strategy Book,책,90,0,0,80,3,0,20,0,○,"프리스트, 세이지, StarGladiator","STR+2, INT+1"
1575,Valorous Battle Strategy Book,책,90,0,0,80,3,0,20,0,○,"프리스트, 세이지, StarGladiator","STR+2, INT+1"
1576,Glorious Tablet,책,90,0,0,80,4,0,20,0,○,"프리스트, 세이지, StarGladiator","bonus bMatkRate,15;
bonus2 bAddRace,RC_DemiHuman,80;
bonus2 bAddRace,RC_Player_H"
1577,Glorious Apocalypse,책,90,0,0,80,4,0,20,0,○,"프리스트, 세이지, StarGladiator","bonus bMatkRate,15;
bonus2 bAddRace,RC_DemiHuman,80;
bonus2 bAddRace,RC_Player_H"
1565,Ledger of Death,책,137,0,2,85,4,100,20,0,○,"프리스트, 세이지, StarGladiator","STR+3, INT+3, LUK+-20"
1579,Book of the Dead,책,137,0,2,85,4,100,20,0,○,"프리스트, 세이지, StarGladiator","STR+3, INT+3, LUK+-20"
1272,Scratcher,카타르,120,0,0,0,1,0,20,0,×,어쌔신,"bonus2 bAddClass,Class_All,50;
"
1273,Refined Bloody Roar,카타르,148,0,0,0,4,0,1,0,×,어쌔신,"bonus bIgnoreDefRace,RC_DemiHuman;
bonus bIgnoreDefRace,RC_Player_Human;
bonus2 "
1274,Refined Unholy Touch,카타르,179,0,0,0,4,0,1,0,×,어쌔신,CRIT+-1
1283,Katar Of Speed,카타르,175,0,0,0,4,0,20,0,×,어쌔신,ASPD+3%
1264,Specialty Jur,카타르,90,0,4,1,1,80,20,0,○,어쌔신,"bonus2 bAddEff2,Eff_Bleeding,10;
"
1267,Infiltrator,카타르,189,0,0,1,4,0,1,0,×,어쌔신,"DEF+3, FLEE+5, ASPD+5%"
1286,Jamadhar,카타르,200,0,0,1,3,0,0,0,×,어쌔신,"bonus bUnbreakableWeapon;
bonus2 bAddSize,Size_All,40;
"
1250,Jur,카타르,125,0,2,18,2,80,19500,0,○,어쌔신,
1251,Jur,카타르,125,0,3,18,2,80,19500,0,○,어쌔신,
1252,Katar,카타르,148,0,1,33,3,120,41000,0,○,어쌔신,DEX+1
1253,Katar,카타르,148,0,2,33,3,120,41000,0,○,어쌔신,DEX+1
1254,Jamadhar,카타르,165,0,0,33,3,150,37200,0,○,어쌔신,
1255,Jamadhar,카타르,165,0,1,33,3,150,37200,0,○,어쌔신,
1284,Krishna,카타르,120,0,2,50,3,120,20,0,○,어쌔신,"bonus2 bSkillAtk,""AS_GRIMTOOTH"",10;
if (getskilllv(""AS_SONICBLOW"")) {
   bonus3 "
1285,Chakram,카타르,130,0,2,50,3,100,20,0,○,어쌔신,HIT+10
1256,Katar of Frozen Icicle,카타르,105,0,0,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Water;
bonus2 bAddEff,Eff_Freeze,500;
"
1257,Katar of Quaking,카타르,105,0,0,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Earth;
bonus2 bAddEff,Eff_Blind,500;
"
1258,Katar of Raging Blaze,카타르,105,0,0,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Fire;
bonus2 bAddEff,Eff_Silence,500;
"
1259,Katar of Piercing Wind,카타르,105,0,0,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Sleep,500;
"
1262,Loki's Nail,카타르,115,0,0,55,3,120,20,0,○,어쌔신,"bonus2 bAddEff,Eff_Bleeding,300;
"
1268,Wild Beast Claw,카타르,160,0,1,55,4,145,20,0,○,어쌔신,"if (getrefine()>=9)
   bonus3 bAutoSpell,""NPC_CRITICALWOUND"",2,100;
else
   bonu"
1269,Inverse Scale,카타르,140,0,0,55,4,150,20,0,○,어쌔신,"bonus bAtkEle,Ele_Holy;
bonus3 bAutoSpell,""NPC_DRAGONFEAR"",1,30;
"
1270,Drill Katar,카타르,110,0,1,55,4,140,20,0,○,어쌔신,HIT+30
1271,Blood Tears,카타르,120,0,2,55,4,170,20,0,○,어쌔신,"if (getrefine()>=9)
   bonus3 bAutoSpell,""NPC_WIDEBLEEDING"",2,30;
else
   bonus3"
1275,Katar of Frozen Icicle,카타르,105,0,3,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Water;
bonus2 bAddEff,Eff_Freeze,500;
"
1276,Katar of Quaking,카타르,105,0,3,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Earth;
bonus2 bAddEff,Eff_Blind,500;
"
1277,Katar of Raging Blaze,카타르,105,0,3,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Fire;
bonus2 bAddEff,Eff_Silence,500;
"
1278,Katar of Piercing Wind,카타르,105,0,3,55,3,120,45000,0,○,어쌔신,"bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Sleep,500;
"
1260,Sharpened Legbone of Ghoul,카타르,150,0,0,65,3,170,52500,0,○,어쌔신,"bonus bAtkEle,Ele_Undead;
"
1263,Unholy Touch,카타르,151,0,0,70,4,125,20,0,○,어쌔신,CRIT+-1
1261,Infiltrator,카타르,140,0,0,75,4,150,57000,0,○,어쌔신,"DEF+3, FLEE+5"
1265,Bloody Roar,카타르,120,0,0,75,4,100,20,0,○,어쌔신,"bonus bIgnoreDefRace,RC_DemiHuman;
bonus bIgnoreDefRace,RC_Player_Human;
bonus b"
1266,Infiltrator,카타르,140,0,1,75,4,150,57000,0,○,어쌔신,"DEF+3, FLEE+5"
1279,Brave Carnage Katar,카타르,130,0,0,80,3,0,20,0,○,어쌔신,"STR+1, DEX+1, LUK+1"
1280,Valorous Carnage Katar,카타르,130,0,0,80,3,0,20,0,○,어쌔신,"STR+1, DEX+1, LUK+1, ASPD+5%"
1281,Glorious Bloody Roar,카타르,140,0,0,80,4,0,20,0,○,어쌔신,ASPD+100%
1282,Glorious Jamadhar,카타르,140,0,0,80,4,0,20,0,○,어쌔신,ASPD+100%
13308,Huuma Blaze Shuriken,풍마수리검,230,0,0,0,4,0,0,0,×,닌자,DEX+2
13309,Huuma Giant Wheel Shuriken,풍마수리검,99,0,0,1,4,0,0,0,×,닌자,"bonus2 bAddSize,Size_All,80;
"
13301,Huuma Giant Wheel Shuriken,풍마수리검,50,0,3,42,4,250,40000,0,○,닌자,"bonus bUnbreakableWeapon;
bonus2 bAddEff,Eff_Bleeding,100;
"
13302,Huuma Giant Wheel Shuriken,풍마수리검,50,0,4,42,4,250,40000,0,○,닌자,"bonus bUnbreakableWeapon;
bonus2 bAddEff,Eff_Bleeding,100;
"
13303,Huuma Blaze Shuriken,풍마수리검,185,0,0,55,4,150,78000,0,○,닌자,DEX+-2
13300,Huuma Wing Shuriken,풍마수리검,150,0,0,65,4,300,90000,0,○,닌자,"AGI+-1, DEX+-2"
13304,Huuma Calm Mind,풍마수리검,112,0,2,70,3,155,20,0,○,닌자,"bonus bUnbreakableWeapon;
bonus2 bSkillAtk,""NJ_HUUMA"",30;
bonus bNoCastCancel;
"
13305,Brave Huuma Front Shuriken,풍마수리검,55,0,0,80,3,0,20,0,○,닌자,"STR+2, DEX+1"
13306,Valorous Huuma Front Shuriken,풍마수리검,55,0,0,80,3,0,20,0,○,닌자,"STR+2, DEX+1"
13307,Glorious Shuriken,풍마수리검,55,0,0,80,4,0,20,0,○,닌자,"bonus2 bAddRace,RC_DemiHuman,95;
bonus2 bAddRace,RC_Player_Human,95;
bonus2 bIgn"
13402,Cutlus,한손검,185,0,0,0,4,0,2,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","STR+2, DEF+1"
13403,Solar Sword,한손검,120,0,0,0,4,0,2,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Fire;
bonus2 bHPDrainRate,1000,1;
bonus2 bSPLossRate,15,10000;"
13406,Edger,한손검,120,0,0,0,1,0,20,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus2 bAddClass,Class_All,50;
"
13407,Refined Nagan,한손검,148,0,0,0,4,0,1,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","skill ""TF_DOUBLE"",5;
bonus2 bAddRace,RC_DemiHuman,40;
bonus2 bAddRace,RC_Player_"
13408,Refined Fireblend,한손검,120,0,0,0,4,0,1,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",INT+2
13409,Refined Immaterial Sword,한손검,160,0,0,0,4,0,1,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Ghost;
bonus2 bSPVanishRate,45,30;
bonus bSPDrainValue,-1;
bon"
13419,Holy saber,한손검,160,0,0,0,3,0,20,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
13401,Excalibur,한손검,199,0,0,1,4,0,1,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","INT+10, LUK+10"
13422,Flamberge,한손검,185,0,0,1,3,0,0,0,×,"크루세이더, 기사","bonus bUnbreakableWeapon;
bonus2 bAddSize,Size_All,40;
"
1101,Sword,한손검,25,0,3,2,1,50,100,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1102,Sword,한손검,25,0,4,2,1,50,100,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1103,Sword,한손검,25,0,0,2,1,50,100,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1104,Falchion,한손검,39,0,3,2,1,60,1500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
