ID,이름(영),슬롯,한글이름
5548,Scarlet Rose,하단헤드기어,진홍의장미
5361,Gangster Scarf,하단헤드기어,갱스카프
5362,Ninja Scroll,하단헤드기어,닌자의두루마리
5054,Assassin Mask,하단헤드기어,
5096,Assassin Mask,하단헤드기어,어새신마스크
5462,Spiked Scarf,하단헤드기어,대못박힌스카프
5463,Rainbow Scarf,하단헤드기어,무지개스카프
2224,Goggles,중단헤드기어+상단헤드기어,고글
2225,Goggles,중단헤드기어+상단헤드기어,고글_
2264,Munak Hat,하단헤드기어+중단헤드기어+상단헤드기어,무낙모자
2278,Mr. Smile,하단헤드기어+중단헤드기어,스마일
2281,Opera Masque,하단헤드기어+중단헤드기어,오페라가면
2288,Mr. Scream,하단헤드기어+중단헤드기어,스크래치마스크
2297,Goblin Mask,하단헤드기어+중단헤드기어,고블린족가면
5005,Gas Mask,하단헤드기어+중단헤드기어,가스마스크
5022,Hat of the Sun God,중단헤드기어+상단헤드기어,태양신의모자
5046,Bongun Hat,하단헤드기어+중단헤드기어+상단헤드기어,본건모자
5086,Alarm Mask,하단헤드기어+중단헤드기어,알람가면
5087,Poker Face,하단헤드기어+중단헤드기어,고블린가면1호
5088,Surprised Mask,하단헤드기어+중단헤드기어,고블린가면2호
5089,Annoyed Mask,하단헤드기어+중단헤드기어,고블린가면3호
5090,Goblin Leader Mask,하단헤드기어+중단헤드기어,고블린가면4호
5151,Note Headphones,중단헤드기어+상단헤드기어,음표헤드폰
5167,Munak Hat,하단헤드기어+중단헤드기어+상단헤드기어,무낙모자_
5168,Bongun Hat,하단헤드기어+중단헤드기어+상단헤드기어,본건모자_
5203,Smiling Mask,하단헤드기어+중단헤드기어,메롱가면
5205,Emperor's Laurel Crown,중단헤드기어+상단헤드기어,월계관
5243,Shafka,중단헤드기어+상단헤드기어,귀마개모자
5271,Phoenix Crown,중단헤드기어+상단헤드기어,봉관_
5272,Tongue Mask,하단헤드기어+중단헤드기어,메롱가면_
5273,Happy Wig,중단헤드기어+상단헤드기어,행복한가발
5274,Shiny Wig,중단헤드기어+상단헤드기어,눈부신가발
5275,Marvelous Wig,중단헤드기어+상단헤드기어,놀라운가발
5276,Fantastic Wig,중단헤드기어+상단헤드기어,환상적인가발
5294,Whisper Mask,하단헤드기어+중단헤드기어+상단헤드기어,위스퍼마스크
5295,Golden Bandana,중단헤드기어+상단헤드기어,황금모자
5298,Dokebi's Wig,중단헤드기어+상단헤드기어,놀라운가발_
5299,Pagdayaw,하단헤드기어+중단헤드기어+상단헤드기어,아티아티모자_
5309,Wool Mask,하단헤드기어+중단헤드기어+상단헤드기어,모히칸
5313,Diadem,중단헤드기어+상단헤드기어,다이아뎀
5327,Refined Helmet of Orc Hero,중단헤드기어+상단헤드기어,오크히어로투구_C
5353,Hat of the Sun God,중단헤드기어+상단헤드기어,태양신의모자_
5357,Wings Of Victory,중단헤드기어+상단헤드기어,승리의날개
5371,Judge Hat,중단헤드기어+상단헤드기어,판관모자
5373,Dark Randgris Helm,중단헤드기어+상단헤드기어,다크네스헬름
5375,Orc Hero Headdress,중단헤드기어+상단헤드기어,대형오크히어로투구
5400,Fox Hat,하단헤드기어+중단헤드기어+상단헤드기어,여우모자
5410,Brown Paperbag Hat,하단헤드기어+중단헤드기어+상단헤드기어,빵봉투2
5428,RWC Anniversary Bread Envelope,하단헤드기어+중단헤드기어+상단헤드기어,빵봉투1
5448,Soloplay Box1,하단헤드기어+중단헤드기어+상단헤드기어,혼자놀기상자1
5449,Soloplay Box2,하단헤드기어+중단헤드기어+상단헤드기어,혼자놀기상자2
5494,Sphinx Hat,하단헤드기어+상단헤드기어,스핑크스모자_I
5568,Rabbit Bonnet,중단헤드기어+상단헤드기어,토끼보닛
5808,Dark Bacilium,하단헤드기어+중단헤드기어+상단헤드기어,마왕의투구
9001,Poring Egg,,포링알
9002,Drops Egg,,드롭프스알
9003,Poporing Egg,,포포링알
9004,Lunatic Egg,,루나틱알
9005,Picky Egg,,픽키알
9006,Chonchon Egg,,촌촌알
9007,Steel Chonchon Egg,,스틸촌촌알
9008,Hunter Fly Egg,,헌터플라이알
9009,Savage Babe Egg,,세비지베베알
9010,Baby Desert Wolf Egg,,데저트울프알
9011,Rocker Egg,,로커알
9012,Spore Egg,,스포아알
9013,Poison Spore Egg,,포이즌스포아알
9014,Peco Peco Egg,,페코페코알
9015,Smokie Egg,,스모키알
9016,Yoyo Egg,,요요알
9017,Orc Warrior Egg,,오크워리어알
9018,Munak Egg,,무낙알
9019,Dokebi Egg,,도깨비알
9020,Sohee Egg,,소희알
9021,Isis Egg,,이시스알
9022,Green Petite Egg,,쁘띠알
9023,Deviruchi Egg,,데비루치알
9024,Bapho Jr. Egg,,바포주니어알
9025,Bongun Egg,,본건알
9026,Zealotus Egg,,지르타스알
9027,Alice Egg,,앨리스알
9028,Hard Rice Cake,,떡알
9029,Christmas Goblin's Egg,,고블린알
9030,Green Maiden Egg,,청이알
9031,Spring Rabbit Egg,,옥토끼알
9032,Knife Goblin Egg,,단검고블린알
9033,Flail Goblin Egg,,플레고블린알
9034,Hammer Goblin Egg,,해머고블린알
9035,Red Deleter Egg,,빨간딜리터알
9036,Diabolic Egg,,디아볼릭알
9037,Wanderer Egg,,배회하는자알
9038,New Year Doll Egg,,새해인형알
9039,Bacsojin Egg,,백소진알
9040,Civil Servant Egg,,묘괴알
9041,Leaf Cat Egg,,리프캣알
9042,Loli Ruri Egg,,로리루리알
9043,Marionette Egg,,마리오넷알
9044,Shinobi Egg,,시노비알
9045,Whisper Egg,,위스퍼알
9046,Goblin Leader Egg,,고블린리더알
9047,Wicked Nymph Egg,,요선녀알
9048,Miyabi Ningyo Egg,,미야비인형알
9049,Dullahan Egg,,듀라한알
9050,Medusa Egg,,메두사알
9051,Stone Shooter Egg,,스톤슈터알
9052,Incubus Egg,,인큐버스알
9053,Golem Egg,,고렘알
9054,Nightmare Terror Egg,,나이트메어테러알
9055,Succubus Egg,,서큐버스알
9056,Imp Egg,,임프알
10001,Skull Helm,,동물의머리뼈
10002,Monster Oxygen Mask,,몬스터마스크
10003,Transparent Head Protector,,투명머리보호대
10004,Pacifier,,꼭지
10005,Wig,,패션가발
10006,Queen's Hair Ornament,,여왕의머리장식
10007,Silk Ribbon,,실크리본
10008,Punisher,,정신봉
10009,Wild Flower,,야생화
10010,Battered Pot,,찌그러진냄비
10011,Stellar Hairpin,,별모양머리핀
10012,Tiny Egg Shell,,작은알껍질
10013,Backpack,,책가방
10014,Rocker Glasses,,메뚜기안경
10015,Green Lace,,초록색레이스
10016,Golden Bell,,금방울
10017,Bark Shorts,,나무팬츠
10018,Monkey Circlet,,원숭이머리띠
10019,Red Scarf,,붉은색머플러
10020,Grave Keeper's Sword,,영환도사검
10021,Circular Headgear,,
10022,Gold Earring,,금빛귀걸이
10023,Green Jewel Bag,,초록복주머니
10024,Fashion Glasses,,패션안경
10025,Hairband Of Stars,,별모양머리띠
10026,Tassel for Durumagi,,두루마기용술
10027,Pet Soul Ring,,영혼고리_
10028,Beautiful Badges,,멋진휘장
10029,Jade Trinket,,옥노리개
10030,Summer Fan,,여름부채
10031,Ring Of Death,,죽음의고리_
10032,Queen's Coronet,,여왕의코로넷
10033,Afro,,아프로헤어
10034,Masked Ball,,무도회가면
10035,Spring,,태엽
10036,Horn Of Hell,,지옥의뿔
10037,Black Butterfly Mask,,검은나비가면
10038,Horn Barrier,,뿔보호대
19500,T Mr Smile,Costume_Head_Mid+Costume_Head_Low,T스마일
19501,T Spinx Helm,Costume_Head_Top+Costume_Head_Low,T스핑크스모자
19504,T Sunglasses,Costume_Head_Mid,T선글래스
19505,T Cigarette,Costume_Head_Low,T담배
19506,T Valkyrie Feather Band,Costume_Head_Top,T발키리깃털모자
5152,Chinese Crown,중단헤드기어+상단헤드기어,봉관
5214,Moonlight Flower Hat,중단헤드기어+상단헤드기어,월야화모자
5502,Necromancer's Hood,중단헤드기어+상단헤드기어,강령술사의두건
5520,Rabbit Earplugs,중단헤드기어+상단헤드기어,토끼귀마개
5565,Dragon Arhat Mask,하단헤드기어+중단헤드기어,항룡나한가면
5566,Tiger Arhat Mask,하단헤드기어+중단헤드기어,복호나한가면
5585,Rune Cloth Circlet,중단헤드기어+상단헤드기어,룬매듭머리띠
5593,Rabbit Bonnet,중단헤드기어+상단헤드기어,한국토끼보닛
18506,Hattah Black,하단헤드기어+중단헤드기어+상단헤드기어,하타블랙
19507,Clear Sun,Costume_Head_Top,맑은태양
5258,Afro Wig,중단헤드기어+상단헤드기어,아프로가발
5367,Hyegun Hat,하단헤드기어+중단헤드기어+상단헤드기어,혜군모자
5263,Pagdayaw,하단헤드기어+중단헤드기어+상단헤드기어,아티아티모자
5332,Loki Mask,하단헤드기어+중단헤드기어,로키마스크
5539,Jaguar Hat,하단헤드기어+중단헤드기어+상단헤드기어,재규어모자
5143,Kabuki Mask,하단헤드기어+중단헤드기어+상단헤드기어,가부키가면
5176,Hahoe Mask,하단헤드기어+중단헤드기어,하회탈
5476,Grand Peco Hairband,중단헤드기어+상단헤드기어,그랜드페코의머리띠
5511,Samambaia,중단헤드기어+상단헤드기어,사만바이아
5667,Skull Hood,중단헤드기어+상단헤드기어,해골후드
5091,Decorative Golden Bell,중단헤드기어+상단헤드기어,대형금방울
5223,Evolved Big Golden Bell,중단헤드기어+상단헤드기어,대형금방울_
5169,Bride Mask,중단헤드기어+상단헤드기어,각시탈
5177,Mythical Lion Mask,중단헤드기어+상단헤드기어,사자탈
5538,Tucan Hat,중단헤드기어+상단헤드기어,투칸모자
5562,Luxurious Wedding Veil,중단헤드기어+상단헤드기어,화려한면사포_J
2292,Welding Mask,하단헤드기어+중단헤드기어,용접마스크
5098,Tiger Mask,중단헤드기어+상단헤드기어,타이거마스크
5142,Crescent Helm,중단헤드기어+상단헤드기어,초승달투구
5181,Helm of Darkness,중단헤드기어+상단헤드기어,암흑의투구
5304,Cap Of Blindness,하단헤드기어+중단헤드기어+상단헤드기어,맹목모
5314,Hockey Mask,하단헤드기어+중단헤드기어,하키마스크
5461,Evolved Whisper Mask,하단헤드기어+중단헤드기어+상단헤드기어,진화된위스퍼마스크
5483,Odin Mask,하단헤드기어+중단헤드기어,오딘마스크
5498,Wandering Wolf Helm,중단헤드기어+상단헤드기어,떠돌이늑대왕투구
5505,Asara Fairy Hat,중단헤드기어+상단헤드기어,아사라요정모자
5094,Helmet of Orc Hero,중단헤드기어+상단헤드기어,오크히어로투구
5224,Evolved Orc Hero Helm,중단헤드기어+상단헤드기어,오크히어로투구_
5556,Seal Hat,하단헤드기어+중단헤드기어+상단헤드기어,퍼씰모자
5485,Tiger Face,하단헤드기어+중단헤드기어+상단헤드기어,호랑이얼굴
5851,Summer Knight,중단헤드기어+상단헤드기어,여름의기사
5053,Sphinx Hat,하단헤드기어+상단헤드기어,스핑크스모자
5092,Coif,중단헤드기어+상단헤드기어,수녀모자
5093,Coif,중단헤드기어+상단헤드기어,수녀모자_
5166,Sphinx Hat,하단헤드기어+상단헤드기어,스핑크스모자_
5121,Zealotus Mask,중단헤드기어+상단헤드기어,지르타스가면
5420,Mask Of Ifrit,하단헤드기어+중단헤드기어+상단헤드기어,이프리트가면
5504,Wedding Weil,중단헤드기어+상단헤드기어,5주년기념면사포
5529,Satanic Bone Helm,중단헤드기어+상단헤드기어,마왕의뼈투구
5579,Wanderer's Sakkat,중단헤드기어+상단헤드기어,배회하는자의삿갓
5130,Lion Mask,중단헤드기어+상단헤드기어,라이온마스크
5131,Close Helmet,하단헤드기어+중단헤드기어+상단헤드기어,클로스헬멧
5482,Dark Knight Mask,하단헤드기어+중단헤드기어+상단헤드기어,다크나이트마스크
5577,Dark Knight Mask,하단헤드기어+중단헤드기어+상단헤드기어,다크나이트마스크B
5564,Crown of Deceit,중단헤드기어+상단헤드기어,사기의왕관
